video_id,file_name,chunk_name,official_source_path,official_revision,original_label,three_class_label,duration_ffprobe,sha256,relative_selected_path,replacement_used,replacement_for
emotion:00000047.mp4,00000047.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,19.333333,d7463f895b5f4e8bfeee2c9f9543719d0c42258d5a6a5fe714a33ef6cff36736,positive/excitation/positive_excitation_0011_00000047.mp4,False,
emotion:00000054.mp4,00000054.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,10.356009,557e59202a4eab9e083ae2638b01ecad14aada386ab4c316599adf347a344d5f,positive/excitation/positive_excitation_0012_00000054.mp4,False,
emotion:00000059.mp4,00000059.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,23.433333,9ea3db3dbe1e67103ddfff09a11e5065c5c9f877ca6d77b7434569292e9ba9b0,positive/excitation/positive_excitation_0013_00000059.mp4,False,
emotion:00000066.mp4,00000066.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,22.6,8e8a839f7bc5b220f98eb316ea117dd15e43de25cabca642d2b3d45c8c9027db,positive/excitation/positive_excitation_0014_00000066.mp4,False,
emotion:00000087.mp4,00000087.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,26.1,f52552f4484cd874c310edf3ce3bed29d4b15da76d40f8f0e6483f768049f11b,positive/excitation/positive_excitation_0015_00000087.mp4,False,
emotion:00000093.mp4,00000093.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,23.8,3ec7ce77c6ee1bf6138d5c0cbd77bec2f28bd1947aae64cba50c3c28f53a4c14,positive/excitation/positive_excitation_0016_00000093.mp4,False,
emotion:00000097.mp4,00000097.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,10.379002,98225d1f57e5047d0c6a8cafea92954a528a4bceea79640f09085fcbfd8bec78,positive/excitation/positive_excitation_0017_00000097.mp4,False,
emotion:00000102.mp4,00000102.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,32.02,108a55b93015073a0800c56895d85d92cd5d3ac929831528d954c999200dd19e,positive/excitation/positive_excitation_0018_00000102.mp4,False,
emotion:00000110.mp4,00000110.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,6.4,ae92062a5c71ad0a8bdb8d4e5fffeedaeeb87418bf5396737f3e69ec36a8d1e2,positive/excitation/positive_excitation_0019_00000110.mp4,False,
emotion:00000135.mp4,00000135.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,11.033333,3d9509789675131ee37172fbeab387b759995fa19c0a5949b14c1cdc63b58f93,positive/excitation/positive_excitation_0020_00000135.mp4,False,
emotion:00000145.mp4,00000145.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,11.044378,6900356f97b52f948a30b401b1611320de429e9678cb21678d2161d4ac1d9124,positive/excitation/positive_excitation_0021_00000145.mp4,False,
emotion:00000170.mp4,00000170.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,8.3,dbd9d07af4acdbf161d80afb90795614d85d2bcef70ea3c8db065db421b69b48,positive/excitation/positive_excitation_0022_00000170.mp4,False,
emotion:00000194.mp4,00000194.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,25.5,259bcb5d435adab833decb0f45ed278a72e7b8b8936dd68a1a27c62980b1b8e1,positive/excitation/positive_excitation_0023_00000194.mp4,False,
emotion:00000263.mp4,00000263.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,8.5,93b3c272727481313a9d0f062cb20eb37c4fdad355637e8fb634db502d446589,positive/excitation/positive_excitation_0024_00000263.mp4,False,
emotion:00000265.mp4,00000265.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,35.84,4d0f2e97191e7808c16d00b7fcb200655f8f99a24c45a7a6d0b7a36cf4016a21,positive/excitation/positive_excitation_0025_00000265.mp4,False,
emotion:00000280.mp4,00000280.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,6.989002,7aa652814500c4d3b79246ac093aa7c39f777626df2b6c8700c4a6fbdbc718f8,positive/excitation/positive_excitation_0026_00000280.mp4,False,
emotion:00000281.mp4,00000281.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,26.864462,d784bdbaa4891d7e48cc75550f0bbb6ef063366ab390d97a3bc83f43f80c603f,positive/excitation/positive_excitation_0027_00000281.mp4,False,
emotion:00000313.mp4,00000313.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,8.381995,dabfe2430ebda2bd87d3ef870e68831677da9c23be5a27043e2af98bfea5cc75,positive/excitation/positive_excitation_0028_00000313.mp4,False,
emotion:00000336.mp4,00000336.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,15.092993,cc2c8a218865104a244c70ca0a59fd138610852ca312aa8861ca0c7815c00ec3,positive/excitation/positive_excitation_0029_00000336.mp4,False,
emotion:00000342.mp4,00000342.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,10.033333,16d547a41203602ece36b04c557b557293379f14c9776f818a275af092f0986c,positive/excitation/positive_excitation_0030_00000342.mp4,False,
emotion:00000351.mp4,00000351.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,20.016009,196b3dda15ea09485a950a4a3248dc33dfad976e1f6bc2a5ce16ca4ccd98cda1,positive/excitation/positive_excitation_0031_00000351.mp4,False,
emotion:00000355.mp4,00000355.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,15.033333,d8f21d0d9411772b1abae38d47e1ad72c11c87407dfa32c7aa3e4f6b8ec1c525,positive/excitation/positive_excitation_0032_00000355.mp4,False,
emotion:00000361.mp4,00000361.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,20.4,2056c0a6965a10db8124353d10df738a0eb8c1d28cdfc795db0690a277e24bac,positive/excitation/positive_excitation_0033_00000361.mp4,False,
emotion:00000370.mp4,00000370.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,20.016009,7a364971f486d28e27490ba230f51b32dd2324084bb6914ed9ed2b246739e761,positive/excitation/positive_excitation_0034_00000370.mp4,False,
emotion:00000374.mp4,00000374.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,14.302993,204126cafc5352ab6741a1c04f7dc58e63d125591c162bd9056f656d7064a9c2,positive/excitation/positive_excitation_0035_00000374.mp4,False,
emotion:00000378.mp4,00000378.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,15.250545,9e81e9a9696550a773ff67e56dc23ae5715d6c61350bccbb01488dd7ded7ee8d,positive/excitation/positive_excitation_0036_00000378.mp4,False,
emotion:00000408.mp4,00000408.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,19.272993,d93b31328fd31119fcf8429c27d6612dca4d3cc8add7d48aa2b41d8b20cf88aa,positive/excitation/positive_excitation_0037_00000408.mp4,False,
emotion:00000414.mp4,00000414.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,37.129002,5a05a37a532c4567784019f5012d9ce46bdbbad54eed654ca79993f021c53d84,positive/excitation/positive_excitation_0038_00000414.mp4,False,
emotion:00000416.mp4,00000416.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,27.833333,6415f43eb7080d5a1c9b8fb21b65bd19fe7c4a669cc7c898ccf3850df0db474e,positive/excitation/positive_excitation_0039_00000416.mp4,False,
emotion:00000419.mp4,00000419.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,11.5,1f60860a9faf3f342a54fe5b2391c2853b93d85ecba3c12052caed902b0e3843,positive/excitation/positive_excitation_0040_00000419.mp4,False,
emotion:00000420.mp4,00000420.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,15.466667,ff8d003d16f8bc1650d66b4430e1ba815c3c1adafa1efe03c8a0474a9e7b8aec,positive/excitation/positive_excitation_0041_00000420.mp4,False,
emotion:00000436.mp4,00000436.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,49.899002,710989647741464c78864ce73647858ff0c95192f60f1dea33166a80e5c2ecd9,positive/excitation/positive_excitation_0042_00000436.mp4,False,
emotion:00000450.mp4,00000450.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,6.618005,6951fa95dcc4893a9423a869f74bdcdf37ee0d468efa045ab72259876c5a756f,positive/excitation/positive_excitation_0043_00000450.mp4,False,
emotion:00000455.mp4,00000455.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,10.033333,13c19dc2044794ccd36c4299f1bca400940e398885dd4fef1526db96cf38d772,positive/excitation/positive_excitation_0044_00000455.mp4,False,
emotion:00000459.mp4,00000459.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,12.033333,f551ebb8237ba9acfded10b97721d0adc1327f73d22d874a2855385c5a588e0c,positive/excitation/positive_excitation_0045_00000459.mp4,False,
emotion:00000461.mp4,00000461.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,59.42,dffdc62ef2f3c95189f4d58667283dd3d8aba6a0518895d1bc15e7d382fb4c10,positive/excitation/positive_excitation_0046_00000461.mp4,False,
emotion:00000462.mp4,00000462.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,26.366667,b29e1b4e6a29c3efd33db0eaf023fc0bca55969cc21d777b4c09d7cf9f05e5da,positive/excitation/positive_excitation_0047_00000462.mp4,False,
emotion:00000468.mp4,00000468.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,57.863991,c5c7df875a25fa937b032b7e1ee208d5f6b1c3ba932da9f38063f17548dc71a8,positive/excitation/positive_excitation_0048_00000468.mp4,False,
emotion:00000471.mp4,00000471.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,7.533333,62dba6f0f7ff711306de0a3a5989438bb3d4774e7f64b6c3e276fd459351890d,positive/excitation/positive_excitation_0049_00000471.mp4,False,
emotion:00000472.mp4,00000472.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,20.608005,1f8c7088330fc465526bd7f05d7d9a889fa5d50c04259136a68bb4021a54af79,positive/excitation/positive_excitation_0050_00000472.mp4,False,
emotion:00000473.mp4,00000473.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,17.3,2870fef97464cfab14d1f0726a7be2a9da6016abb6ff97dbd28694d3f2414ebf,positive/excitation/positive_excitation_0051_00000473.mp4,False,
emotion:00000475.mp4,00000475.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,10.033333,9f3e4862639ae5985818d83c72ae2c3216feb77d98bdc23cee0c6c42e4267d2e,positive/excitation/positive_excitation_0052_00000475.mp4,False,
emotion:00000477.mp4,00000477.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,7.592993,565d83cc6c0a9fa304413aab5676d53985bdbb91345d2557ad47998c3c718cb0,positive/excitation/positive_excitation_0053_00000477.mp4,False,
emotion:00000480.mp4,00000480.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,31.453689,4050e1f69997142a2064246fa4edad5a83d80fcb7a4da43579ec43f0d24a974a,positive/excitation/positive_excitation_0054_00000480.mp4,False,
emotion:00000485.mp4,00000485.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,16.766667,1181f7ef2638dbc5f967ce3b50ad99caadc8aa3c6fc271bc445f3750c89a1846,positive/excitation/positive_excitation_0055_00000485.mp4,False,
emotion:00000504.mp4,00000504.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,16.067007,63f42a8059bbd9d2da1d1d2f50bb5c0d9a854676e8884f85c6d2bf0d8d1809ad,positive/excitation/positive_excitation_0056_00000504.mp4,False,
emotion:00000511.mp4,00000511.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,9.533333,209d6367ff80c55064e142e294206d7b5a04fa6a552c4954cefa7d6cf271d51e,positive/excitation/positive_excitation_0057_00000511.mp4,False,
emotion:00000513.mp4,00000513.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,9.2,67d9f6251dc955faf524e015fce22bf14fe056737de0dee540ed6f4f9ba5529e,positive/excitation/positive_excitation_0058_00000513.mp4,False,
emotion:00000531.mp4,00000531.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,27.066667,cde3fd703c7cf3db613238e527b4d51c553eb18962a2f3391e914cdaa7dd5953,positive/excitation/positive_excitation_0059_00000531.mp4,False,
emotion:00000551.mp4,00000551.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,9.433333,9ff2ec8f32e343a8d627e7eff5e3b87fba01db97337b9f8132f1c9978a9fbff2,positive/excitation/positive_excitation_0060_00000551.mp4,False,
emotion:00000565.mp4,00000565.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,42.033333,c70dc9e9fd25c9386a91fed5e540f960cf5e7358a18448ffacc1f8a66bff2dcf,positive/excitation/positive_excitation_0061_00000565.mp4,False,
emotion:00000585.mp4,00000585.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,26.7,b57c4f4b20a1f2de7280a7595e423c30eff142a6b9fdbf1f3b9f5da7f76fc432,positive/excitation/positive_excitation_0062_00000585.mp4,False,
emotion:00000589.mp4,00000589.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,7.6,2b16b200880a48c1dbf5f303b8c714f184007da1e1b216fde38762ae1c019f33,positive/excitation/positive_excitation_0063_00000589.mp4,False,
emotion:00000608.mp4,00000608.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,15.4,f7f0771bc8699ce83a6e45480babdae8dcd1482cc25041896bc4f560712d1a12,positive/excitation/positive_excitation_0064_00000608.mp4,False,
emotion:00000618.mp4,00000618.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,16.333606,929c785d8e0b42046f03b97eca165082a18a95722d9f6d664ae136a627c2a6cc,positive/excitation/positive_excitation_0065_00000618.mp4,False,
emotion:00000619.mp4,00000619.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,17.067007,8375eaf86b037097727ae58c6cc9ed1cd1f8b6879f11af17c5199a2bfc833ff3,positive/excitation/positive_excitation_0066_00000619.mp4,False,
emotion:00000627.mp4,00000627.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,46.96,1412a78a658d90c2e02e18e08de74ae665b292d3d7149637a3fd64ef38177824,positive/excitation/positive_excitation_0067_00000627.mp4,False,
emotion:00000631.mp4,00000631.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,14.833333,0b7b2353617c5ffc660e18787ec809d086e2e965196d9d56222dbe74c97dcdf6,positive/excitation/positive_excitation_0068_00000631.mp4,False,
emotion:00000638.mp4,00000638.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,12.633333,3ed43c39c9f1bde414665a5ffbe16d8b8394eca5a0c6ba4cbb203488683118c5,positive/excitation/positive_excitation_0069_00000638.mp4,False,
emotion:00000645.mp4,00000645.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,34.766667,b48783da7b2cd93b9174af96a14fd31f5f6086fa6b262cd48bf07fd978b98562,positive/excitation/positive_excitation_0070_00000645.mp4,False,
emotion:00000646.mp4,00000646.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,10.54,edc404e78cea9b56f19f022e7b73b43767e403ace618defd5b9e663e84cd5dc5,positive/excitation/positive_excitation_0071_00000646.mp4,False,
emotion:00000647.mp4,00000647.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,24.033333,f47fcc6212909edacba635d5214acbdf7406816a91036eeed16ac11287455690,positive/excitation/positive_excitation_0072_00000647.mp4,False,
emotion:00000649.mp4,00000649.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,11.6,a31882fc2f49be266212dccf3d898b46deabf90b961eb0bc041887d2298a431d,positive/excitation/positive_excitation_0073_00000649.mp4,False,
emotion:00000658.mp4,00000658.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,15.162993,4ef7526c3cbdd9bf5f34d2f10dce4eeb6337a97097536d19b93c5db1ddb91da1,positive/excitation/positive_excitation_0074_00000658.mp4,False,
emotion:00000661.mp4,00000661.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,30.116009,aa6e9f875e5b36c060fdef5cbf8ecfa4ea64c4060bebb036fed9a98c9623e402,positive/excitation/positive_excitation_0075_00000661.mp4,False,
emotion:00000665.mp4,00000665.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,29.210998,5b51d701cacc125b2a279caa1bf5e68edfc20f5ff3fa9296f2c17b83f2c9a078,positive/excitation/positive_excitation_0076_00000665.mp4,False,
emotion:00000667.mp4,00000667.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,12.166667,4c02f6feed390566b4ecde79427002276295ec53b04df9bd196be8c2a84d365d,positive/excitation/positive_excitation_0077_00000667.mp4,False,
emotion:00000674.mp4,00000674.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,21.733991,5a17527eb3635c9d5a52b9964acbce2e1cd4295119615ed6beb94322c0563e34,positive/excitation/positive_excitation_0078_00000674.mp4,False,
emotion:00000675.mp4,00000675.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,49.533333,fd282011619701800b1572d5ec024f1e75fdc73fae752c2fd1549cb4f2ec7455,positive/excitation/positive_excitation_0079_00000675.mp4,False,
emotion:00000677.mp4,00000677.mp4,eMotions_chunk_000.parquet,datasets/Conna/eMotions/data/eMotions_chunk_000.parquet,bb97b7453720968aa6793bd962a8880a459acadc,Excitation,positive,29.533333,047614978cc94e6c5d051e5074303f3072590cc315546f15caf6bd0596cf2021,positive/excitation/positive_excitation_0080_00000677.mp4,False,
