protocol_version,random_seed,session_id,video_id,video_path,video_duration_sec,trial_type,original_label,three_class_label,sha256,duration_bucket,original_id,replacement_reason,has_audio
emotion-v1,20260912,1,emotion:00001584.mp4,emotion/negative/tension/negative_tension_2854_00001584.mp4,60.0,emotion,Tension,negative,39f28b4fb04bfbc7919b2baeb13531649933cdcf90857b43ef830e026651a146,50-60,00001584.mp4,,True
emotion-v1,20260912,1,emotion:00001652.mp4,emotion/positive/excitation/positive_excitation_0133_00001652.mp4,14.241379,emotion,Excitation,positive,da3113a89d388e6c00d4565e3f11f2d5c4a029b2226697c59f15e118c6f95048,10-15,00001652.mp4,,True
emotion-v1,20260912,1,emotion:00001792.mp4,emotion/positive/excitation/positive_excitation_0150_00001792.mp4,60.0,emotion,Excitation,positive,0654a4552d32340a75e8d4d7e92c7f8f17771e51047b7e00a2d9b189aad36fdf,50-60,00001792.mp4,,True
emotion-v1,20260912,1,emotion:00001906.mp4,emotion/positive/excitation/positive_excitation_0160_00001906.mp4,25.053991,emotion,Excitation,positive,14dbde41fc8a9d0fef35c1ddac761a39417bad8b359ad817eaccf5d7e0c5f801,25-30,00001906.mp4,,True
emotion-v1,20260912,1,emotion:00001950.mp4,emotion/neutral/neutral/neutral_neutral_1383_00001950.mp4,14.622222,emotion,Neutral,neutral,259761b05eb81a1bb4ffcdad971844627c86a25885adfcc6b8c3b793ed374922,10-15,00001950.mp4,,True
emotion-v1,20260912,1,emotion:00003411.mp4,emotion/neutral/neutral/neutral_neutral_1522_00003411.mp4,9.821995,emotion,Neutral,neutral,61bb84d817408a27a47460847e1a561675fda077ed3011d634dc2620c37acc5c,5-10,00003411.mp4,,True
emotion-v1,20260912,1,emotion:00003488.mp4,emotion/neutral/neutral/neutral_neutral_1540_00003488.mp4,17.0,emotion,Neutral,neutral,65c809c8798397e14678ecebe298b85aeb6f56696813dc99219a2c7542bd4da7,15-20,00003488.mp4,,True
emotion-v1,20260912,1,emotion:00003495.mp4,emotion/neutral/neutral/neutral_neutral_1542_00003495.mp4,9.056009,emotion,Neutral,neutral,f3a6c4c5c10fbc353acb9364a54cde80c506c04fca028138bb9f72260e0d63cd,5-10,00003495.mp4,,True
emotion-v1,20260912,1,emotion:00003588.mp4,emotion/neutral/neutral/neutral_neutral_1556_00003588.mp4,24.379002,emotion,Neutral,neutral,91765726088a7cdebc440d63ddcc39f1b6d74f7f2ac5bd581767a6fbfa12759f,20-25,00003588.mp4,,True
emotion-v1,20260912,1,emotion:00003599.mp4,emotion/neutral/neutral/neutral_neutral_1558_00003599.mp4,13.8,emotion,Neutral,neutral,6640801622dc0c50fda154abb17f3a505eab8e24a5ade4511745483d752defee,10-15,00003599.mp4,,True
emotion-v1,20260912,1,emotion:00003788.mp4,emotion/neutral/neutral/neutral_neutral_1611_00003788.mp4,8.22,emotion,Neutral,neutral,49010df7ba16fd33177f63ce7512621d427e544958a4feae71747297e7e47a0f,5-10,00003788.mp4,,True
emotion-v1,20260912,1,emotion:00003800.mp4,emotion/neutral/neutral/neutral_neutral_1613_00003800.mp4,10.54,emotion,Neutral,neutral,29cf2d1fbbf8532fdab7972e553acb52fa536a787439bc620c5b1f735b2aa79f,10-15,00003800.mp4,,True
emotion-v1,20260912,1,emotion:00003868.mp4,emotion/neutral/neutral/neutral_neutral_1635_00003868.mp4,12.966667,emotion,Neutral,neutral,0931440bb0ff4f43679c3ca552363ff39dd2bcec47b1d618f6522fb49f7f9c7e,10-15,00003868.mp4,,True
emotion-v1,20260912,1,emotion:00003919.mp4,emotion/neutral/neutral/neutral_neutral_1651_00003919.mp4,6.033333,emotion,Neutral,neutral,8500aa9b8fa0f0e0f5d65dbad02f07c85580e23db8a7806b5b30db30322d6aca,5-10,00003919.mp4,,True
emotion-v1,20260912,1,emotion:00003960.mp4,emotion/negative/tension/negative_tension_2944_00003960.mp4,13.466667,emotion,Tension,negative,ec97e7279a3dee2a49563314d757d4c4181a79f8c6dc7c3b90cd0e1376078fa2,10-15,00003960.mp4,,True
emotion-v1,20260912,1,emotion:00004129.mp4,emotion/negative/tension/negative_tension_2950_00004129.mp4,7.92,emotion,Tension,negative,dc163bfcdd8fdae93580ac1dba3b92d54ac7207fe595a050f8aea2059372777a,5-10,00004129.mp4,,True
emotion-v1,20260912,1,emotion:00005863.mp4,emotion/positive/excitation/positive_excitation_0201_00005863.mp4,11.585011,emotion,Excitation,positive,5173b699b0b3a45cb787de61c1f957831689ac69ca65d10e33b140ed9ea23166,10-15,00005863.mp4,,True
emotion-v1,20260912,1,emotion:00006018.mp4,emotion/positive/excitation/positive_excitation_0233_00006018.mp4,11.120998,emotion,Excitation,positive,5762f202f4502314b4623a019c0e598ddc543fd0c8b1a7b0d6624e913a741c9c,10-15,00006018.mp4,,True
emotion-v1,20260912,1,emotion:00006383.mp4,emotion/negative/tension/negative_tension_3080_00006383.mp4,10.982993,emotion,Tension,negative,c7ecb255190ed0181766b9d1a0d838feeef89c9af78996dd03aef0deac4171d8,10-15,00006383.mp4,,True
emotion-v1,20260912,1,emotion:00006387.mp4,emotion/positive/excitation/positive_excitation_0290_00006387.mp4,43.933333,emotion,Excitation,positive,406dde0d9082da787610cbc23fe97464a2c1a04c99fce47d217253009c751808,40-50,00006387.mp4,,True
emotion-v1,20260912,1,emotion:00006970.mp4,emotion/negative/tension/negative_tension_3110_00006970.mp4,9.033333,emotion,Tension,negative,0b75f1780a9e94960804ba69cd71db9ced73ff18391f50309b28ca33aab6bfc2,5-10,00006970.mp4,,True
emotion-v1,20260912,1,emotion:00007230.mp4,emotion/negative/tension/negative_tension_3122_00007230.mp4,44.13017,emotion,Tension,negative,3acab36513f16adc8a364a729de25ef185fcc2cbcf95f781a5e641f0f048491a,40-50,00007230.mp4,,True
emotion-v1,20260912,1,emotion:00007296.mp4,emotion/negative/tension/negative_tension_3124_00007296.mp4,17.042993,emotion,Tension,negative,602d3db82fc91daae10145286dccdd2f619fc0500e9b4fed2596da0d525d88b2,15-20,00007296.mp4,,True
emotion-v1,20260912,1,emotion:00011548.mp4,emotion/positive/excitation/positive_excitation_0442_00011548.mp4,17.67,emotion,Excitation,positive,cefb5562f00c79122b87d989c824b335e117bad9a7e40bc1ec3baf3a5cfe7b91,15-20,00011548.mp4,,True
emotion-v1,20260912,1,emotion:00011600.mp4,emotion/positive/excitation/positive_excitation_0456_00011600.mp4,8.916009,emotion,Excitation,positive,abebcfbc8d6f4215ffe52869088b46e26ba13e50d052cf10aa2c3124fb3ef3da,5-10,00011600.mp4,,True
emotion-v1,20260912,1,emotion:00011879.mp4,emotion/positive/excitation/positive_excitation_0515_00011879.mp4,28.721995,emotion,Excitation,positive,918982ec4a55173541ba8009fb677df35635eb218393a08165dec6b14c1feca0,25-30,00011879.mp4,,True
emotion-v1,20260912,1,emotion:00011917.mp4,emotion/positive/excitation/positive_excitation_0520_00011917.mp4,21.866667,emotion,Excitation,positive,7aad91e3281931f29f83157e855d33dfd2b51f43508904de93d12afc88b48b8b,20-25,00011917.mp4,,True
emotion-v1,20260912,1,emotion:00014122.mp4,emotion/neutral/neutral/neutral_neutral_1836_00014122.mp4,12.5,emotion,Neutral,neutral,c8e92e97d4e8d689bed2b81b3c9dc75d77d95f09d57c8fbabdf61b3f5bf03624,10-15,00014122.mp4,,True
emotion-v1,20260912,1,emotion:00014145.mp4,emotion/neutral/neutral/neutral_neutral_1839_00014145.mp4,39.056009,emotion,Neutral,neutral,a1b626cfe4fd9663b4b428f152642e0edaa0d0a09f2abc60b2e6ca5ff5684fc9,30-40,00014145.mp4,,True
emotion-v1,20260912,1,emotion:00017964.mp4,emotion/neutral/neutral/neutral_neutral_1867_00017964.mp4,43.5,emotion,Neutral,neutral,a7e2b01aeec05795c0a7650e8abeb4c6974f52bbcc16d1c8b86defb46b16ba6d,40-50,00017964.mp4,,True
emotion-v1,20260912,1,emotion:00029020.mp4,emotion/positive/relaxation/positive_relaxation_1947_00029020.mp4,32.980998,emotion,Relaxation,positive,491de6d82c6a4e03808ccf490d5bb2ceea3e30c479991f4540d5fa592d38c545,30-40,00029020.mp4,,True
emotion-v1,20260912,1,emotion:00029140.mp4,emotion/positive/relaxation/positive_relaxation_2036_00029140.mp4,24.495011,emotion,Relaxation,positive,ddd3dc0bfd8df0443e9f43a0d0566ecb1c528fe7ec6ce7cc39a4eaef69cfdc1e,20-25,00029140.mp4,,True
emotion-v1,20260912,1,emotion:00029192.mp4,emotion/positive/relaxation/positive_relaxation_2079_00029192.mp4,40.819002,emotion,Relaxation,positive,c0c32c1628babd9ad4f5496593d4806a635d53f986e676c656d12551e7e1c406,40-50,00029192.mp4,,True
emotion-v1,20260912,1,emotion:00029259.mp4,emotion/positive/relaxation/positive_relaxation_2130_00029259.mp4,6.963991,emotion,Relaxation,positive,12199df86ce1da6aa02626c6f7c5b22da75e6038519190dc449d392220f08e49,5-10,00029259.mp4,,True
emotion-v1,20260912,1,emotion:00029908.mp4,emotion/positive/relaxation/positive_relaxation_2210_00029908.mp4,14.951995,emotion,Relaxation,positive,d0baf95109445afb3cfdc170880cc832dbbea45d4a78b2d322eb7c8cf9f95e77,10-15,00029908.mp4,,True
emotion-v1,20260912,1,emotion:00029984.mp4,emotion/positive/relaxation/positive_relaxation_2264_00029984.mp4,8.4,emotion,Relaxation,positive,5e9e2e92712179a6b57438141853f100b17855c46a4505fa6c9f24062ae16b01,5-10,00029984.mp4,,True
emotion-v1,20260912,1,emotion:00029995.mp4,emotion/positive/relaxation/positive_relaxation_2274_00029995.mp4,12.777778,emotion,Relaxation,positive,18c4693bf39e5c50cd549f566104b97bff1c6825f517cf3d53e58b5e663b1f82,10-15,00029995.mp4,,True
emotion-v1,20260912,1,emotion:00030131.mp4,emotion/positive/relaxation/positive_relaxation_2354_00030131.mp4,13.350998,emotion,Relaxation,positive,3f4967cba9002e7c5103265fa7570a5b671cc9cd9650300c41c5e65152800620,10-15,00030131.mp4,,True
emotion-v1,20260912,1,emotion:00030146.mp4,emotion/positive/relaxation/positive_relaxation_2365_00030146.mp4,15.069002,emotion,Relaxation,positive,64466bc938029c27497aa005836afbd4be2adc376be915740055566c15056578,15-20,00030146.mp4,,True
emotion-v1,20260912,1,emotion:00030191.mp4,emotion/positive/relaxation/positive_relaxation_2391_00030191.mp4,16.648005,emotion,Relaxation,positive,6b15ace7457af02bb4b64866b64e266fe009d851cc4aea29b3022621d5ebec69,15-20,00030191.mp4,,True
emotion-v1,20260912,1,emotion:00030870.mp4,emotion/negative/sad/negative_sad_2541_00030870.mp4,6.883333,emotion,Sad,negative,832838f48558ae8dd822cfac208f662f355668bcdf41fe3c0124f892523f3230,5-10,00030870.mp4,,True
emotion-v1,20260912,1,emotion:00030904.mp4,emotion/negative/sad/negative_sad_2557_00030904.mp4,13.163991,emotion,Sad,negative,9a7aa4055c9f15daebbe48282a408a2f8cbc23942f75c4e3d90ef1c4dcb94c6b,10-15,00030904.mp4,,True
emotion-v1,20260912,1,emotion:00031138.mp4,emotion/negative/sad/negative_sad_2652_00031138.mp4,13.9,emotion,Sad,negative,d0759ffef0cd766b081ea0d8938cae4a5c3754e0981650551b60713f20a21931,10-15,00031138.mp4,,True
emotion-v1,20260912,1,emotion:00031364.mp4,emotion/negative/sad/negative_sad_2782_00031364.mp4,16.880998,emotion,Sad,negative,da5481aa1f2b931e1824c90d609d67e24e1c7f058d09f191502841f39e64efc7,15-20,00031364.mp4,,True
emotion-v1,20260912,1,emotion:00031379.mp4,emotion/negative/sad/negative_sad_2793_00031379.mp4,29.833333,emotion,Sad,negative,1ddcfef7a15e1c6370f5f73d98e42f986ff3e5345df538466d88a89aa452a66c,25-30,00031379.mp4,,True
emotion-v1,20260912,1,emotion:00031543.mp4,emotion/negative/fear/negative_fear_0572_00031543.mp4,36.5,emotion,Fear,negative,bb89b96b91fd16c0fd58828c4819697325c10c5f99ced14a72037abac555149a,30-40,00031543.mp4,,True
emotion-v1,20260912,1,emotion:00031554.mp4,emotion/negative/fear/negative_fear_0583_00031554.mp4,36.639002,emotion,Fear,negative,95327337d08db6800a49c42284fe474b96124c3115f320f11756383913becc11,30-40,00031554.mp4,,True
emotion-v1,20260912,1,emotion:00031570.mp4,emotion/negative/fear/negative_fear_0595_00031570.mp4,24.565011,emotion,Fear,negative,616cacd3b7a57004806db7b32e8d7c700a913f75b56a2068e4b7829e4a6b723d,20-25,00031570.mp4,,True
emotion-v1,20260912,1,emotion:00031596.mp4,emotion/negative/fear/negative_fear_0611_00031596.mp4,19.966667,emotion,Fear,negative,4c7231022fe690fa199d8977937d1525f104f3f1b92c767cc4d34f23ef5e688c,15-20,00031596.mp4,,True
emotion-v1,20260912,1,emotion:00031804.mp4,emotion/negative/fear/negative_fear_0712_00031804.mp4,20.038005,emotion,Fear,negative,af319b19df84e8fab9db8637d86f94e6e7529f26fa8c821370f4f7ecdd4576eb,20-25,00031804.mp4,,True
emotion-v1,20260912,1,emotion:00031876.mp4,emotion/negative/fear/negative_fear_0751_00031876.mp4,9.5,emotion,Fear,negative,85163b4e5b320a0261b62b7795ea34ad2dec41c7e4df6c46a9ed0d7f345d9226,5-10,00031876.mp4,,True
emotion-v1,20260912,1,emotion:00032039.mp4,emotion/negative/fear/negative_fear_0924_00032039.mp4,11.477007,emotion,Fear,negative,e19128e239fa9cac8c9c741014aef9510e330ff60b7ca9545da16abb47792edd,10-15,00032039.mp4,,True
emotion-v1,20260912,1,emotion:00032169.mp4,emotion/negative/fear/negative_fear_0968_00032169.mp4,15.0,emotion,Fear,negative,3e8fef42aec76ee7909b65631a47da946915c769e744681c46d049f48376df1e,15-20,00032169.mp4,,True
emotion-v1,20260912,1,original:vid_0019,original/0019.mp4,5.710998,ordinary,,,,very_short,vid_0019,,
emotion-v1,20260912,1,original:vid_0041,original/0041.mp4,6.246009,ordinary,,,,very_short,vid_0041,,
emotion-v1,20260912,1,original:vid_0094,original/0094.mp4,6.988005,ordinary,,,,very_short,vid_0094,,
emotion-v1,20260912,1,original:vid_0126,original/0126.mp4,7.133333,ordinary,,,,very_short,vid_0126,,
emotion-v1,20260912,1,original:vid_0198,original/0198.mp4,7.833333,ordinary,,,,very_short,vid_0198,,
emotion-v1,20260912,1,original:vid_0227,original/0227.mp4,7.966667,ordinary,,,,very_short,vid_0227,,
emotion-v1,20260912,1,original:vid_0293,original/0293.mp4,8.637007,ordinary,,,,very_short,vid_0293,,
emotion-v1,20260912,1,original:vid_0306,original/0306.mp4,8.766667,ordinary,,,,very_short,vid_0306,,
emotion-v1,20260912,1,original:vid_0376,original/0376.mp4,9.4,ordinary,,,,very_short,vid_0376,,
emotion-v1,20260912,1,original:vid_0406,original/0406.mp4,9.820998,ordinary,,,,very_short,vid_0406,,
emotion-v1,20260912,1,original:vid_0455,original/0455.mp4,10.052993,ordinary,,,,very_short,vid_0455,,
emotion-v1,20260912,1,original:vid_0516,original/0516.mp4,10.169002,ordinary,,,,very_short,vid_0516,,
emotion-v1,20260912,1,original:vid_0541,original/0541.mp4,10.18,ordinary,,,,very_short,vid_0541,,
emotion-v1,20260912,1,original:vid_0598,original/0598.mp4,10.355011,ordinary,,,,very_short,vid_0598,,
emotion-v1,20260912,1,original:vid_0620,original/0620.mp4,10.400998,ordinary,,,,very_short,vid_0620,,
emotion-v1,20260912,1,original:vid_0688,original/0688.mp4,10.54,ordinary,,,,very_short,vid_0688,,
emotion-v1,20260912,1,original:vid_0699,original/0699.mp4,10.6,ordinary,,,,very_short,vid_0699,,
emotion-v1,20260912,1,original:vid_0784,original/0784.mp4,10.8,ordinary,,,,very_short,vid_0784,,
emotion-v1,20260912,1,original:vid_0802,original/0802.mp4,10.841995,ordinary,,,,very_short,vid_0802,,
emotion-v1,20260912,1,original:vid_0851,original/0851.mp4,10.966667,ordinary,,,,very_short,vid_0851,,
emotion-v1,20260912,1,original:vid_0902,original/0902.mp4,11.066667,ordinary,,,,very_short,vid_0902,,
emotion-v1,20260912,1,original:vid_0963,original/0963.mp4,11.177778,ordinary,,,,very_short,vid_0963,,
emotion-v1,20260912,1,original:vid_1018,original/1018.mp4,11.307007,ordinary,,,,very_short,vid_1018,,
emotion-v1,20260912,1,original:vid_1021,original/1021.mp4,11.4,ordinary,,,,very_short,vid_1021,,
emotion-v1,20260912,1,original:vid_1092,original/1092.mp4,11.517007,ordinary,,,,very_short,vid_1092,,
emotion-v1,20260912,1,original:vid_1108,original/1108.mp4,11.566667,ordinary,,,,very_short,vid_1108,,
emotion-v1,20260912,1,original:vid_1187,original/1187.mp4,11.726009,ordinary,,,,very_short,vid_1187,,
emotion-v1,20260912,1,original:vid_1209,original/1209.mp4,11.771995,ordinary,,,,very_short,vid_1209,,
emotion-v1,20260912,1,original:vid_1275,original/1275.mp4,11.911995,ordinary,,,,very_short,vid_1275,,
emotion-v1,20260912,1,original:vid_1329,original/1329.mp4,12.005011,ordinary,,,,very_short,vid_1329,,
emotion-v1,20260912,1,original:vid_1345,original/1345.mp4,12.073991,ordinary,,,,very_short,vid_1345,,
emotion-v1,20260912,1,original:vid_1414,original/1414.mp4,12.233333,ordinary,,,,very_short,vid_1414,,
emotion-v1,20260912,1,original:vid_1437,original/1437.mp4,12.33,ordinary,,,,very_short,vid_1437,,
emotion-v1,20260912,1,original:vid_1481,original/1481.mp4,12.466667,ordinary,,,,very_short,vid_1481,,
emotion-v1,20260912,1,original:vid_1563,original/1563.mp4,12.566667,ordinary,,,,very_short,vid_1563,,
emotion-v1,20260912,1,original:vid_1600,original/1600.mp4,12.700998,ordinary,,,,short,vid_1600,,
emotion-v1,20260912,1,original:vid_1622,original/1622.mp4,12.72,ordinary,,,,short,vid_1622,,
emotion-v1,20260912,1,original:vid_1675,original/1675.mp4,12.933333,ordinary,,,,short,vid_1675,,
emotion-v1,20260912,1,original:vid_1720,original/1720.mp4,13.002993,ordinary,,,,short,vid_1720,,
emotion-v1,20260912,1,original:vid_1739,original/1739.mp4,13.079746,ordinary,,,,short,vid_1739,,
emotion-v1,20260912,1,original:vid_1788,original/1788.mp4,13.189002,ordinary,,,,short,vid_1788,,
emotion-v1,20260912,1,original:vid_1865,original/1865.mp4,13.466667,ordinary,,,,short,vid_1865,,
emotion-v1,20260912,1,original:vid_1879,original/1879.mp4,13.5,ordinary,,,,short,vid_1879,,
emotion-v1,20260912,1,original:vid_1975,original/1975.mp4,13.769002,ordinary,,,,short,vid_1975,,
emotion-v1,20260912,1,original:vid_1980,original/1980.mp4,13.725011,ordinary,,,,short,vid_1980,,
emotion-v1,20260912,1,original:vid_2045,original/2045.mp4,14.0,ordinary,,,,short,vid_2045,,
emotion-v1,20260912,1,original:vid_2053,original/2053.mp4,14.033333,ordinary,,,,short,vid_2053,,
emotion-v1,20260912,1,original:vid_2154,original/2154.mp4,14.23,ordinary,,,,short,vid_2154,,
emotion-v1,20260912,1,original:vid_2164,original/2164.mp4,14.333333,ordinary,,,,short,vid_2164,,
emotion-v1,20260912,1,original:vid_2206,original/2206.mp4,14.481148,ordinary,,,,short,vid_2206,,
emotion-v1,20260912,1,original:vid_2225,original/2225.mp4,14.533333,ordinary,,,,short,vid_2225,,
emotion-v1,20260912,1,original:vid_2307,original/2307.mp4,14.651995,ordinary,,,,short,vid_2307,,
emotion-v1,20260912,1,original:vid_2345,original/2345.mp4,14.720998,ordinary,,,,short,vid_2345,,
emotion-v1,20260912,1,original:vid_2423,original/2423.mp4,14.860998,ordinary,,,,short,vid_2423,,
emotion-v1,20260912,1,original:vid_2431,original/2431.mp4,14.816667,ordinary,,,,short,vid_2431,,
emotion-v1,20260912,1,original:vid_2471,original/2471.mp4,14.95,ordinary,,,,short,vid_2471,,
emotion-v1,20260912,1,original:vid_2550,original/2550.mp4,14.977007,ordinary,,,,short,vid_2550,,
emotion-v1,20260912,1,original:vid_2577,original/2577.mp4,15.0,ordinary,,,,short,vid_2577,,
emotion-v1,20260912,1,original:vid_2603,original/2603.mp4,15.04,ordinary,,,,short,vid_2603,,
emotion-v1,20260912,1,original:vid_2643,original/2643.mp4,15.021995,ordinary,,,,short,vid_2643,,
emotion-v1,20260912,1,original:vid_2683,original/2683.mp4,15.022993,ordinary,,,,short,vid_2683,,
emotion-v1,20260912,1,original:vid_2742,original/2742.mp4,15.022993,ordinary,,,,short,vid_2742,,
emotion-v1,20260912,1,original:vid_2754,original/2754.mp4,15.022993,ordinary,,,,short,vid_2754,,
emotion-v1,20260912,1,original:vid_2838,original/2838.mp4,15.066667,ordinary,,,,short,vid_2838,,
emotion-v1,20260912,1,original:vid_2896,original/2896.mp4,15.045011,ordinary,,,,short,vid_2896,,
emotion-v1,20260912,1,original:vid_2963,original/2963.mp4,15.046009,ordinary,,,,short,vid_2963,,
emotion-v1,20260912,1,original:vid_3013,original/3013.mp4,15.046009,ordinary,,,,short,vid_3013,,
emotion-v1,20260912,1,original:vid_3036,original/3036.mp4,15.066667,ordinary,,,,short,vid_3036,,
emotion-v1,20260912,1,original:vid_3079,original/3079.mp4,15.068005,ordinary,,,,short,vid_3079,,
emotion-v1,20260912,1,original:vid_3134,original/3134.mp4,15.076226,ordinary,,,,short,vid_3134,,
emotion-v1,20260912,1,original:vid_3150,original/3150.mp4,15.07,ordinary,,,,short,vid_3150,,
emotion-v1,20260912,1,original:vid_3188,original/3188.mp4,15.07,ordinary,,,,medium,vid_3188,,
emotion-v1,20260912,1,original:vid_3209,original/3209.mp4,15.1,ordinary,,,,medium,vid_3209,,
emotion-v1,20260912,1,original:vid_3220,original/3220.mp4,15.07,ordinary,,,,medium,vid_3220,,
emotion-v1,20260912,1,original:vid_3336,original/3336.mp4,15.129113,ordinary,,,,medium,vid_3336,,
emotion-v1,20260912,1,original:vid_3340,original/3340.mp4,15.092993,ordinary,,,,medium,vid_3340,,
emotion-v1,20260912,1,original:vid_3392,original/3392.mp4,15.092993,ordinary,,,,medium,vid_3392,,
emotion-v1,20260912,1,original:vid_3427,original/3427.mp4,15.115011,ordinary,,,,medium,vid_3427,,
emotion-v1,20260912,1,original:vid_3478,original/3478.mp4,15.116009,ordinary,,,,medium,vid_3478,,
emotion-v1,20260912,1,original:vid_3549,original/3549.mp4,15.166667,ordinary,,,,medium,vid_3549,,
emotion-v1,20260912,1,original:vid_3667,original/3667.mp4,15.209002,ordinary,,,,medium,vid_3667,,
emotion-v1,20260912,1,original:vid_3697,original/3697.mp4,15.161995,ordinary,,,,medium,vid_3697,,
emotion-v1,20260912,1,original:vid_3706,original/3706.mp4,15.233333,ordinary,,,,medium,vid_3706,,
emotion-v1,20260912,1,original:vid_3750,original/3750.mp4,15.4,ordinary,,,,medium,vid_3750,,
emotion-v1,20260912,1,original:vid_3784,original/3784.mp4,15.45,ordinary,,,,medium,vid_3784,,
emotion-v1,20260912,1,original:vid_3858,original/3858.mp4,15.7,ordinary,,,,medium,vid_3858,,
emotion-v1,20260912,1,original:vid_3859,original/3859.mp4,15.766667,ordinary,,,,medium,vid_3859,,
emotion-v1,20260912,1,original:vid_3934,original/3934.mp4,16.066667,ordinary,,,,medium,vid_3934,,
emotion-v1,20260912,1,original:vid_3949,original/3949.mp4,16.112993,ordinary,,,,medium,vid_3949,,
emotion-v1,20260912,1,original:vid_4015,original/4015.mp4,16.44,ordinary,,,,medium,vid_4015,,
emotion-v1,20260912,1,original:vid_4056,original/4056.mp4,16.633333,ordinary,,,,medium,vid_4056,,
emotion-v1,20260912,1,original:vid_4099,original/4099.mp4,16.866667,ordinary,,,,medium,vid_4099,,
emotion-v1,20260912,1,original:vid_4145,original/4145.mp4,17.02,ordinary,,,,medium,vid_4145,,
